,track_self,track_other,lons_inter,lats_inter,x_from_coast_self,x_from_coast_other,angle_acute,angle_obtuse
0,5,246,45.36028565914045,5.878977167234449,954.1566704256255,701.0000020719683,0.699582982260113,2.4420096713296804
1,5,68,46.77802478524639,9.78547984647377,494.70339273896985,394.7463433371417,0.701038917899382,2.4405537356904112
2,5,144,48.19121149561291,13.56977777509381,48.63955828957671,48.91512872160244,0.7020753974173584,2.4395172561724348
3,81,246,46.773922071684765,1.9888075038906015,1577.592280840869,1158.9146074318137,0.7014602110073821,2.440132442582411
4,81,68,48.1958394363089,5.914252079551605,1115.6960808767876,850.5345204007959,0.7029161466466511,2.4386765069431418
5,81,144,49.613843296465184,9.787187113154115,659.7234847471417,495.15870313397477,0.7039526261646276,2.4376400274251653
6,81,220,51.025897224144906,13.569758244635619,213.88319908834336,160.83799778835652,0.7051907522444499,2.4364019013453433
7,157,68,49.60861763876633,1.988751632434033,2594.9629221514188,1312.0908904678768,0.7189207617239964,2.4226718918657966
8,157,144,51.02595032714527,5.937209340505744,2130.854844867226,948.5222267455988,0.7199572412419727,2.4216354123478205
9,157,220,52.443303151455225,9.811775524533616,1674.7469211327304,604.3293475852947,0.7211953673217952,2.420397286267998
10,157,42,53.86062290225616,13.5696830332611,1231.2719400408616,344.15462762336455,0.7234043585463146,2.4181882950434783
11,157,16,58.11251046856027,23.845547780985136,8.909170733238481,3.0519187986368417,0.7376953064273415,2.4038973471624514
12,233,144,52.44336708094864,1.9886903966963778,2730.6096688342623,1412.6462200297685,0.7227252447341594,2.4188674088556334
13,233,220,53.860691692671516,5.93715012026601,2266.503157509466,1060.4509662697214,0.7239633708139817,2.4176292827758115
14,233,42,55.278031027089966,9.811743499115737,1810.3944548805619,787.6412649302363,0.7261723620385012,2.4154202915512917
15,233,118,56.695334217769805,13.569523549304622,1366.9347144930691,426.7508280788798,0.7272575129323463,2.414335140657447
16,233,194,58.11264754632471,17.176223675159658,939.8344384873757,201.0600376425782,0.7301014653303023,2.411491188259491
17,233,16,59.52996249392867,20.606646510679,531.8231102016155,390.3250546160574,0.7404633099195281,2.4011293436702648
18,233,92,60.947262509920975,23.845388870919894,144.5725222349254,174.3215585347393,0.7439889061109738,2.3976037474788194
19,55,220,55.27809574387817,1.9885845561440818,2748.2563125361394,1524.57907107503,0.7243336710162046,2.4172589825735886
20,55,42,56.69544151729518,5.937066360534419,2284.146904751291,1243.7685929074507,0.7265426622407241,2.4150499913490693
21,55,118,58.11275106265406,9.811545842237468,1828.0513554319205,870.241559946995,0.7276278131345691,2.413964840455224
22,55,194,59.5300768202055,13.569330163285445,1384.5904728646908,628.1889466504656,0.7304717655325251,2.411120888057268
23,55,16,60.94738511515728,17.17601434063536,957.4921605948257,798.3629543255329,0.740833610121751,2.4007590434680424
24,55,92,62.364687657302774,20.60650080211149,549.4748414989369,561.5918569474537,0.7443592063131967,2.397233447276596
25,55,168,63.78203602687476,23.845263265391285,162.22032162782241,162.2508677900666,0.7441069651677287,2.3974856884220643
26,131,42,58.11281014617762,1.988603057651515,2689.974887546219,1707.884200510377,0.7253376048740422,2.416255048715751
27,131,118,59.53013897154435,5.936952683967708,2225.879184729319,1326.3590319951945,0.7264227557678872,2.415169897821906
28,131,194,60.947461809579664,9.811478547854335,1769.777618666726,1071.6647388930182,0.7292667081658433,2.41232594542395
29,131,16,62.36476536343309,13.569265786382196,1326.316635695882,1225.4720702919676,0.7396285527550691,2.401964100834724
30,131,92,63.7820729868241,17.175958094280773,899.2169605598144,969.6180736956762,0.7431541489465148,2.3984385046432783
31,131,168,65.19939999140001,20.60650432038529,491.1921581111718,549.5056236552999,0.7429019078010468,2.3986907457887465
32,131,244,66.61678422601554,23.845351346934716,103.92740916491849,180.02481143947034,0.743275332362179,2.398317321227614
33,207,118,60.94750534627695,1.9884802838218094,2470.0655900139327,1790.4752042928917,0.7220823708640863,2.4195102827257067
34,207,194,62.36484381107642,5.936913698632233,2005.9586393008433,1527.7781901579228,0.7249263232620423,2.4166663303277507
35,207,16,63.78216688841148,9.81135207208626,1549.863869820664,1668.950932897683,0.7352881678512683,2.406304485738525
36,207,92,65.19946967428423,13.56916097802252,1106.398559361035,1396.7313340959327,0.7388137640427139,2.402778889547079
37,207,168,66.61683967955852,17.17588967050751,679.2909951144433,957.5414589594064,0.7385615228972459,2.4030311306925474
38,207,244,68.03419428772055,20.60654327158467,271.2529456707898,567.2863273013012,0.7389349474583782,2.402657706131415
39,29,194,63.782182826912084,1.9884713906811788,2204.066349817578,1991.889328443221,0.7202198903703914,2.4213727632194018
40,29,16,65.19952449396749,5.936834518260786,1739.9645469587265,2125.054064918544,0.7305817349596173,2.4110109186301756
41,29,92,66.61683105235024,9.811322066196702,1283.8632154401655,1840.1990936663865,0.7341073311510629,2.4074853224387303
42,29,168,68.03418681486406,13.569205686645189,840.38626249873,1384.6412543014067,0.7338550900055949,2.407737563584198
43,29,244,69.45154400223582,17.17605110652384,413.2657575375314,975.3059236020997,0.734228514566727,2.4073641390230662
44,29,66,70.8689221682644,20.60666664842472,5.230042207036925,259.8652105558419,0.7280587694748409,2.413533884114952
45,105,16,66.61683035846454,1.9885111581759418,1950.5094381209071,2589.1472105217654,0.7266167443707487,2.414975909219044
46,105,92,68.03418860564987,5.936875630427559,1486.4054547151006,2296.2928977875395,0.7301423405621944,2.411450313027599
47,105,168,69.4515231746584,9.81144310401644,1030.2933321398687,1828.1002846327062,0.7298900994167264,2.4117025541730666
48,105,244,70.86889032369092,13.569417564906331,586.8053421652777,1402.4002795457006,0.7302635239778587,2.4113291296119344
49,105,66,72.28627472632641,17.176250271201614,159.6843711403738,667.8787560194323,0.7240937788859725,2.4174988747038206
50,181,92,69.45154516596828,1.9884952495262094,1494.6194247631033,2760.392018024763,0.7242789016467709,2.417313751943022
51,181,168,70.86890896996037,5.936932041944387,1030.5061403349318,2284.2020169570833,0.7240266605013029,2.4175659930884903
52,181,244,72.28627242275893,9.811604672292471,574.3804732035613,1845.866051193994,0.724400085062435,2.417192568527358
53,181,66,73.70363939698841,13.569582009048238,130.89109064452245,1094.9798676179535,0.7182303399705489,2.4233623136192444
54,3,168,72.28623797454709,1.9885434810985014,1099.8733879430745,2748.3010771677677,0.7201399948798196,2.4214526587099736
55,3,244,73.70362492079687,5.937058483784181,635.7504399160393,2301.969921004863,0.7205134194409518,2.4210792341488414
56,3,66,75.1210195269844,9.811761304247316,179.61990371376714,1538.4493970695894,0.7143436743490658,2.4272489792407272
57,79,244,75.12101229578639,1.9886185486230938,711.8609267373994,2766.076342190935,0.7177086633447445,2.4238839902450486
58,79,66,76.5383921915591,5.937218846295155,247.72910933370164,1994.5569193903386,0.7115389182528583,2.430053735336935
59,155,66,77.95579439394405,1.9887022563066932,1915.0676019495095,2458.6750204125237,0.723596010446363,2.41799664314343
60,155,142,79.37316490381355,5.937343553996767,1450.9342411269313,353.23345800457207,0.703256255551536,2.438336398038257
61,155,218,80.79058582866739,9.812071135608235,994.802108787786,267.6467351401477,0.7061378890172475,2.4354547645725457
62,155,40,82.2079768297894,13.57011297204624,551.3062036284679,296.57541724040453,0.7112250621184888,2.4303675914713043
63,155,116,83.62535053133864,17.176960950502675,124.18415263813073,58.88868789712554,0.7137168549326318,2.427875798657161
64,231,142,80.79060236804376,1.9887388009596543,2304.093207394588,817.3678540736792,0.709407304070286,2.432185349519507
65,231,218,82.20799371260576,5.937442498318322,1839.9548457392807,723.7699651737423,0.7122889375359973,2.429303716053796
66,231,40,83.62537421321582,9.812114341837372,1383.832351050108,740.0678040529858,0.7173761106372387,2.4242165429525544
67,231,116,85.04275157559606,13.57018052059043,940.3364406825767,486.00490573572324,0.7198679034513817,2.421724750138411
68,231,192,86.46014209095421,17.177008068783973,513.2171700114039,289.30908969209906,0.7232628497357572,2.4183298038540357
69,231,14,87.87753660537558,20.607710136237355,105.17239657614464,99.89803980102876,0.7268781570130698,2.4147144965767233
70,53,218,83.62539331192627,1.9887912805680252,2392.8068564822042,1187.9074414477618,0.7138686229758611,2.4277240306139323
71,53,40,85.04279678053466,5.937449950906696,1928.673391262212,1196.1943733719813,0.7189557960771024,2.422636857512691
72,53,116,86.46014941647574,9.812108733547733,1472.554017492327,929.5043836248949,0.7214475888912455,2.4201450646985476
73,53,192,87.8775341021138,13.570152343984573,1029.0607901296214,716.4322199881468,0.7248425351756208,2.416750118414172
74,53,14,89.29491385498248,17.177067429587602,601.9333728940549,507.9360380624487,0.7284578424529335,2.4131348111368593
75,53,90,90.71231217771144,20.60771605056185,193.8942106342737,129.52735771886182,0.7289654996121474,2.412627153977646
76,129,40,86.46017362674502,1.9889113451625506,2091.9233043501736,1660.3182526099977,0.7138705082070084,2.4277221453827846
77,129,116,87.8775338668471,5.937473641357299,1627.7994397820803,1385.625794281197,0.7163623010211515,2.425230352568642
78,129,192,89.29489168591965,9.812228905169308,1171.6677540867308,1159.9138648075116,0.7197572473055268,2.4218354062842664
79,129,14,90.71226936262842,13.570253224501839,728.1749476885781,935.0525954363711,0.7233725545828396,2.4182200990069536
80,129,90,92.12963702018152,17.177126135008315,301.0510320212956,537.5578130032088,0.7238802117420534,2.4177124418477396
81,205,116,89.29492012597557,1.9889060536230878,1624.9213879019142,1849.752361457287,0.709870342983424,2.4317223106063692
82,205,192,90.71226270493386,5.93757716541635,1160.7849207513486,1616.0353612600647,0.7132652892677993,2.428327364321994
83,205,14,92.1296374661305,9.812310294073043,704.6529412489449,1378.535403536609,0.7168805965451122,2.424712057044681
84,205,90,93.54700121255716,13.570304056418593,261.162302647943,964.6753594273326,0.7173882537043259,2.4242043998854674
85,27,192,92.12963784429202,1.9890464437242317,1672.2615620026397,2080.15655833636,0.7138516990038636,2.4277409545859294
86,27,14,93.54700040202934,5.937695357493247,1208.1267931971768,1834.6513369946513,0.7174670062811763,2.4241256473086166
87,27,90,94.96433263634259,9.812391558135971,752.0004093658285,1408.1534012147363,0.7179746634403902,2.423617990149403
88,27,166,96.38171059960482,13.570451053410222,308.5025290513621,249.1609341981293,0.7138138309470954,2.427778822642698
89,103,14,94.9643444858786,1.9892012360011535,1111.7967761440598,2298.7661479367634,0.7115447445836625,2.430047909006131
90,103,90,96.38168046015798,5.937802834472628,647.6667895000772,1864.2658079361743,0.7120524017428762,2.429540251846917
91,103,166,97.79905403748451,9.812558446376533,191.53165059632727,692.6403094478305,0.7078915692495814,2.433701084340212
92,179,90,97.79903817068477,1.9892562388673871,393.91762286365366,2328.386369724409,0.7075163659915327,2.4340762875982604
